L1 seg.code,L1 seg.description,L2 seg.code,L2 seg.description,L3 seg.code,L3 seg.description,Buyers' name
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302918,DENSADEG - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302922,FLOTTATION UNIT - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302923,FLOTTATION UNIT - SPARE PARTS AND ACCESSORIES,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302924,FLOTTATION UNIT - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302925,SEDIPAC - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302926,SEDIPAC - SPARE PARTS AND ACCESSORIES,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302927,SEDIPAC - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302928,CIRCULAR SETTLING TANK - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302929,CIRCULAR SETTLING TANK - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302930,RECTANGULAR SETTLING TANK - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302931,RECTANGULAR SETTLING TANK - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302932,SCRAPER BRIDGE EFA - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302933,SCRAPER BRIDGE EFA - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302934,TURBOCIRCULATOR NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302935,TURBOCIRCULATOR - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302936,DENSADEG STRUCTURES - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302937,DENSADEG STRUCTURES - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302938,CIRCULAR SUCTION BRIDGE - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302939,CIRCULAR SUCTION BRIDGE - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302940,RECTANGULAR SUCTION BRIDGE NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302941,RECTANGULAR SUCTION BRIDGE - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302942,CIRCULAR FLOTATION UNIT MEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302943,CIRCULAR FLOTATION UNIT - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302944,RECTANGULAR FLOTATION UNIT NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302945,RECTANGULAR FLOTATION UNIT - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302946,THICKENER - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302947,THICKENER NEW - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302948,RUBBER-TYRED WHEEL NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302949,RUBBER-TYRED WHEEL - MAINTENANCE AND SERVICE,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302950,CHANNEL CLEANING BRUSH - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302951,CHANNEL CLEANING BRUSH SERVICES - SPARE PARTS AND ACCESSORIES,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302952,BOILERMAKING PIPING - NEW MATERIAL,Nathan
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3029,WELDED EQUIPMENTS,302999,WELDED EQUIPMENTS,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3030,DESODORISING,303010,TURNKEY DEODORISING UNIT,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3030,DESODORISING,303011,ACTIVATED CARBON DEODORISING SKID,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3030,DESODORISING,303012,BIOLOGICAL DEODORISING SKID,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3030,DESODORISING,303013,DEODORISING TOWER,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3030,DESODORISING,303014,DEMISTER,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3030,DESODORISING,303099,DESODORISING,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303110,TURNKEY SLUDGE DEHYDRATION,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303111,CENTRIFUGE - NEW MATERIAL,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303112,CENTRIFUGE - ACCESSORIES AND SPARE PARTS,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303113,CENTRIFUGE - MAINTENANCE AND SERVICES,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303114,RENTAL FOR CENTRIFUGE,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303115,PRESS FILTER - NEW MATERIAL,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303116,PRESS FILTER - SPARE PARTS AND ACCESSORIES,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303117,PRESS FILTER - MAINTENANCE AND SERVICE,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303118,RENTAL FOR PRESS FILTER,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303119,SCREW PRESS - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303120,SCREW PRESS - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303121,SCREW PRESS - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303122,RENTAL FOR SCREW PRESS,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303123,GD PRESS - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303124,GD PRESS - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303125,GD PRESS - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303126,RENTAL FOR GD PRESS,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303127,BAND FILTER - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303128,BAND FILTER - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303129,BAND FILTER - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303130,RENTAL FOR BAND FILTER,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303131,DRAINING TABLE - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303132,DRAINING TABLE - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303133,DRAINING TABLE - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303134,DEHYDRATION OTHERS TECHNOLOGIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303135,OTHER THICKENING EQUIPMENT,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3031,SLUDGE DEHYDRATION,303199,SLUDGE DEHYDRATION,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303201,TURNKEY SLUDGE DRYER,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303211,DRYER - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303212,DRYER - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303213,DRYER - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303214,SOLAR SYSTEM - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303215,SOLAR SYSTEM - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303216,SOLAR SYSTEM - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303217,INCINERATOR FURNACE - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303218,INCINERATOR FURNACE - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303219,INCINERATOR FURNACE - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303220,PELLET MAKER FOR SLUDGE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3032,SLUDGE DRYER,303299,SLUDGE DRYER,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303310,CHLORINE LEAK NEUTRALISATION SET - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303311,CHLORINE LEAK NEUTRALISATION SET - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303312,CHLORINE LEAK NEUTRALISATION SET - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303313,CHLORINATING SET - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303314,CHLORINATING SET - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303315,CHLORINATING SET - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303316,ELECTROCHLORATION - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303317,ELECTROCHLORATION - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303318,ELECTROCHLORATION - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303319,BIOXYDE CHLORINE GENERATOR - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303320,BIOXYDE CHLORINE GENERATOR - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303321,BIOXYDE CHLORINE GENERATOR - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303322,UV EQUIPMENT - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303323,UV EQUIPMENT - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303324,UV EQUIPMENT - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303325,OZONE UNIT - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303326,OZONE UNIT - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303327,OZONE UNIT - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303328,FUME SCRUBBING TOWER - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303329,FUME SCRUBBING TOWER - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303330,FUME SCRUBBING TOWER - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3033,DISYNFECTION,303399,DISYNFECTION,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303410,BIOGAS PURIFIER - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303411,BIOGAS PURIFIER - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303412,BIOGAS PURIFIER - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303413,LIME SLAKER - NEW MATERIALS,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303414,LIME SLAKER - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303415,LIME SLAKER - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3034,CHEMICAL REACTORS,303499,CHEMICAL REACTORS,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3035,OXYDATION,303510,OXYDATION - NEW MATERIALS,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3035,OXYDATION,303511,OXYDATION - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3035,OXYDATION,303512,OXYDATION - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3035,OXYDATION,303599,OXYDATION,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3036,STRIPPING,303610,STRIPPING - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3036,STRIPPING,303611,STRIPPING - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3036,STRIPPING,303612,STRIPPING - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3036,STRIPPING,303699,STRIPPING,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3037,BIODISC,303710,BIODISC - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3037,BIODISC,303711,BIODISC - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3037,BIODISC,303712,BIODISC - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3037,BIODISC,303799,BIODISC,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3038,TRICKLING FILTER,303810,TRICKLING FILTER NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3038,TRICKLING FILTER,303811,TRICKLING FILTER NEW SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3038,TRICKLING FILTER,303812,TRICKLING FILTER MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3038,TRICKLING FILTER,303899,TRICKLING FILTER,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3039,SAND WASHER,303910,SAND WASHER - NEW MATERIAL,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3039,SAND WASHER,303911,SAND WASHER - SPARE PARTS AND ACCESSORIES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3039,SAND WASHER,303912,SAND WASHER - MAINTENANCE AND SERVICE,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3039,SAND WASHER,303999,SAND WASHER,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3040,BIOGAS TREATMENT STATION TURNKEY,304010,BIOGAS DISTRIBUTION STRUCTURES,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3040,BIOGAS TREATMENT STATION TURNKEY,304011,BIOGAS TREATMENT STATION,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3040,BIOGAS TREATMENT STATION TURNKEY,304012,BIOGAS TREATMENT STATION MAINTENANCE AND SERVICES,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3040,BIOGAS TREATMENT STATION TURNKEY,304099,BIOGAS TREATMENT STATION TURNKEY,Peter
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3041,LIXIVIAT TREATMENT STATION TURNKEY,304110,LEACHATE DISTRIBUTION STRUCTURES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3041,LIXIVIAT TREATMENT STATION TURNKEY,304111,LEACHATE TREATMENT STATION,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3041,LIXIVIAT TREATMENT STATION TURNKEY,304112,LEACHATE TREATMENT STATION MAINTENANCE AND SERVICES,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3041,LIXIVIAT TREATMENT STATION TURNKEY,304199,LEACHATE TREATMENT STATION TURNKEY,Joanna
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304210,FANS - NEW MATERIAL,Geraldine
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304211,FANS - SPARE PARTS AND ACCESSORIES,Geraldine
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304212,FANS - MAINTENANCE AND SERVICE,Geraldine
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304213,AIR SERVICE COMPRESSOR - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304214,AIR SERVICE COMPRESSOR - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304215,AIR SERVICE COMPRESSOR - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304216,BIOGAS COMPRESSOR - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304217,BIOGAS COMPRESSOR - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304218,BIOGAS COMPRESSOR - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304219,ROOTS BLOWERS - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304220,ROOTS BLOWERS - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304221,ROOTS BLOWERS - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304222,SCREW BLOWERS - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304223,SCREW BLOWERS - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304224,SCREW BLOWERS - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304225,SCREW COMPRESSOR - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304226,SCREW COMPRESSOR - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304227,SCREW COMPRESSOR - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304228,MUTLISTAGE BLOWERS - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304229,MUTLISTAGE BLOWERS - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304230,MUTLISTAGE BLOWERS - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304231,VARIABLE SPEED TURBOS - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304232,VARIABLE SPEED TURBOS - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304233,VARIABLE SPEED TURBOS - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304234,FIXED SPEED TURBOS - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304235,FIXED SPEED TURBOS - SPARE PARTS AND ACCESSORIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304236,FIXED SPEED TURBOS - MAINTENANCE AND SERVICE,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304237,AIR PRODUCTION OTHERS TECHNOLOGIES,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3042,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,304299,AIR PRODUCTION - COMPRESSOR / BLOWER / FANS,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3043,AIR DIFFUSORS AND AERATORS,304311,SPRAY NOZZLE - NEW MATERIAL,Tom
30,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3043,AIR DIFFUSORS AND AERATORS,304312,SPRAY NOZZLE - SPARE PARTS AND ACCESSORIES,Tom
